open,high,low,close,volume,adj_high,adj_low,adj_close,adj_open,adj_volume,split_factor,dividend,symbol,exchange,date
190.23,191.18,189.63,190.69,41573900.0,191.1799,189.63,190.69,190.23,41616242.0,1.0,0.0,AAPL,XNAS,2023-07-14T00:00:00+0000
190.5,191.19,189.78,190.54,38321242.0,191.19,189.78,190.54,190.5,41342338.0,1.0,0.0,AAPL,XNAS,2023-07-13T00:00:00+0000
189.68,191.7,188.47,189.77,55924932.0,191.7,188.47,189.77,189.68,60750248.0,1.0,0.0,AAPL,XNAS,2023-07-12T00:00:00+0000
189.16,189.28,186.6,188.08,46509718.0,189.3,186.6,188.08,189.16,46638119.0,1.0,0.0,AAPL,XNAS,2023-07-11T00:00:00+0000
189.26,189.99,187.035,188.61,59832710.0,189.99,187.035,188.61,189.26,59922163.0,1.0,0.0,AAPL,XNAS,2023-07-10T00:00:00+0000
191.41,192.67,190.24,190.68,46778000.0,192.67,190.24,190.68,191.41,46814998.0,1.0,0.0,AAPL,XNAS,2023-07-07T00:00:00+0000
189.84,192.018,189.21,191.81,44773779.0,192.02,189.2,191.81,189.84,45156009.0,1.0,0.0,AAPL,XNAS,2023-07-06T00:00:00+0000
191.565,192.98,190.62,191.33,46358709.0,192.98,190.62,191.33,191.565,46920261.0,1.0,0.0,AAPL,XNAS,2023-07-05T00:00:00+0000
193.78,193.88,191.76,192.46,31458198.0,193.88,191.76,192.46,193.78,31458198.0,1.0,0.0,AAPL,XNAS,2023-07-03T00:00:00+0000
191.63,194.48,191.26,193.97,85069600.0,194.48,191.26,193.97,191.63,85213216.0,1.0,0.0,AAPL,XNAS,2023-06-30T00:00:00+0000
189.08,190.07,188.94,189.59,45331827.0,190.07,188.94,189.59,189.08,46347308.0,1.0,0.0,AAPL,XNAS,2023-06-29T00:00:00+0000
187.93,189.9,187.6,189.25,48829939.0,189.9,187.6,189.25,187.93,51216801.0,1.0,0.0,AAPL,XNAS,2023-06-28T00:00:00+0000
185.89,188.3899,185.67,188.06,46982317.0,188.39,185.67,188.06,185.89,50730846.0,1.0,0.0,AAPL,XNAS,2023-06-27T00:00:00+0000
186.83,188.05,185.23,185.27,47977400.0,188.05,185.23,185.27,186.83,48088661.0,1.0,0.0,AAPL,XNAS,2023-06-26T00:00:00+0000
185.55,187.56,185.01,186.68,53079300.0,187.56,185.01,186.68,185.55,53116996.0,1.0,0.0,AAPL,XNAS,2023-06-23T00:00:00+0000
183.74,187.05,183.67,187.0,51245300.0,187.045,183.67,187.0,183.74,51245327.0,1.0,0.0,AAPL,XNAS,2023-06-22T00:00:00+0000
184.9,185.41,182.59,183.96,49515700.0,185.41,182.5901,183.96,184.9,49515697.0,1.0,0.0,AAPL,XNAS,2023-06-21T00:00:00+0000
184.41,186.1,184.41,185.01,49799100.0,186.1,184.41,185.01,184.41,49799092.0,1.0,0.0,AAPL,XNAS,2023-06-20T00:00:00+0000
186.73,186.99,184.27,184.92,101235600.0,186.99,184.27,184.92,186.73,101256225.0,1.0,0.0,AAPL,XNAS,2023-06-16T00:00:00+0000
183.96,186.52,183.78,186.01,65433200.0,186.52,183.78,186.01,183.96,65433166.0,1.0,0.0,AAPL,XNAS,2023-06-15T00:00:00+0000
183.37,184.39,182.02,183.95,57462879.0,184.39,182.02,183.95,183.37,57462882.0,1.0,0.0,AAPL,XNAS,2023-06-14T00:00:00+0000
182.8,184.15,182.44,183.31,54929129.0,184.15,182.44,183.31,182.8,54929129.0,1.0,0.0,AAPL,XNAS,2023-06-13T00:00:00+0000
181.27,183.89,180.97,183.79,54755000.0,183.89,180.97,183.79,181.27,54754995.0,1.0,0.0,AAPL,XNAS,2023-06-12T00:00:00+0000
181.5,182.23,180.63,180.96,48870700.0,182.23,180.63,180.96,181.5,48899973.0,1.0,0.0,AAPL,XNAS,2023-06-09T00:00:00+0000
177.9,180.84,177.46,180.57,50214900.0,180.84,177.46,180.57,177.895,50214881.0,1.0,0.0,AAPL,XNAS,2023-06-08T00:00:00+0000
178.44,181.21,177.32,177.82,61944600.0,181.21,177.32,177.82,178.44,61944615.0,1.0,0.0,AAPL,XNAS,2023-06-07T00:00:00+0000
179.97,180.12,177.43,179.21,64848400.0,180.12,177.43,179.21,179.965,64848374.0,1.0,0.0,AAPL,XNAS,2023-06-06T00:00:00+0000
182.63,184.95,178.04,179.58,121946500.0,184.951,178.035,179.58,182.63,121946497.0,1.0,0.0,AAPL,XNAS,2023-06-05T00:00:00+0000
181.03,181.78,179.26,180.95,61945900.0,181.78,179.26,180.95,181.03,61996913.0,1.0,0.0,AAPL,XNAS,2023-06-02T00:00:00+0000
177.7,180.12,176.93,180.09,68901800.0,180.12,176.9306,180.09,177.7,68901809.0,1.0,0.0,AAPL,XNAS,2023-06-01T00:00:00+0000
177.33,179.35,176.76,177.25,99625300.0,179.35,176.76,177.25,177.325,99313268.0,1.0,0.0,AAPL,XNAS,2023-05-31T00:00:00+0000
176.96,178.99,176.57,177.3,55964400.0,178.99,176.57,177.3,176.96,55964401.0,1.0,0.0,AAPL,XNAS,2023-05-30T00:00:00+0000
173.32,175.77,173.11,175.43,54794100.0,175.77,173.11,175.43,173.32,54834975.0,1.0,0.0,AAPL,XNAS,2023-05-26T00:00:00+0000
172.41,173.9,171.69,172.99,56058300.0,173.895,171.69,172.99,172.41,56058258.0,1.0,0.0,AAPL,XNAS,2023-05-25T00:00:00+0000
171.09,172.42,170.52,171.84,45143500.0,172.4183,170.52,171.84,171.09,45143488.0,1.0,0.0,AAPL,XNAS,2023-05-24T00:00:00+0000
173.13,173.38,171.28,171.56,50747300.0,173.3794,171.275,171.56,173.13,50747263.0,1.0,0.0,AAPL,XNAS,2023-05-23T00:00:00+0000
173.98,174.71,173.45,174.2,43570900.0,174.71,173.45,174.2,173.98,43570932.0,1.0,0.0,AAPL,XNAS,2023-05-22T00:00:00+0000
176.39,176.39,174.94,175.16,55772400.0,176.39,174.94,175.16,176.39,55809475.0,1.0,0.0,AAPL,XNAS,2023-05-19T00:00:00+0000
173.0,175.24,172.58,175.05,65496700.0,175.24,172.58,175.05,173.0,65496657.0,1.0,0.0,AAPL,XNAS,2023-05-18T00:00:00+0000
171.71,172.93,170.42,172.69,57951600.0,172.925,170.4201,172.69,171.71,57951604.0,1.0,0.0,AAPL,XNAS,2023-05-17T00:00:00+0000
171.99,173.14,171.8,172.07,42110300.0,173.1383,171.7991,172.07,171.99,42110293.0,1.0,0.0,AAPL,XNAS,2023-05-16T00:00:00+0000
173.16,173.21,171.47,172.07,37266700.0,173.21,171.47,172.07,173.16,37266659.0,1.0,0.0,AAPL,XNAS,2023-05-15T00:00:00+0000
173.62,174.06,171.0,172.57,45497800.0,174.06,171.0,172.57,173.62,45533138.0,1.0,0.24,AAPL,XNAS,2023-05-12T00:00:00+0000
173.85,174.59,172.17,173.75,49514700.0,174.3475279208,171.9308888375,173.51,173.6085556391,49514676.0,1.0,0.0,AAPL,XNAS,2023-05-11T00:00:00+0000
173.02,174.03,171.9,173.56,53724500.0,173.7883056536,171.6612638158,173.3203,172.7797083502,53724501.0,1.0,0.0,AAPL,XNAS,2023-05-10T00:00:00+0000
173.05,173.54,171.6,171.77,45326900.0,173.2989861698,171.3616804583,171.5327,172.809666686,45326874.0,1.0,0.0,AAPL,XNAS,2023-05-09T00:00:00+0000
172.48,173.85,172.11,173.5,55962800.0,173.6085556391,171.870972166,173.2603,172.2404583068,55962793.0,1.0,0.0,AAPL,XNAS,2023-05-08T00:00:00+0000
170.98,174.3,170.76,173.57,113316400.0,174.0579306753,170.5228470575,173.3302,170.7375484636,113453171.0,1.0,0.0,AAPL,XNAS,2023-05-05T00:00:00+0000
164.89,167.04,164.31,165.79,81235400.0,166.8080134251,164.0818048724,165.561,164.6609993635,81235427.0,1.0,0.0,AAPL,XNAS,2023-05-04T00:00:00+0000
169.5,170.92,167.16,167.45,65136000.0,170.6826248481,166.9278467681,167.2187,169.2645969562,65136018.0,1.0,0.0,AAPL,XNAS,2023-05-03T00:00:00+0000
170.09,170.35,167.54,168.54,48425700.0,170.113416469,167.3073190209,168.3072,169.8537775592,48425696.0,1.0,0.0,AAPL,XNAS,2023-05-02T00:00:00+0000
169.28,170.45,168.64,169.59,52472900.0,170.2132775881,168.4057913315,169.3557,169.0449024941,52472936.0,1.0,0.0,AAPL,XNAS,2023-05-01T00:00:00+0000
168.49,169.85,167.88,169.68,55209200.0,169.85,167.8801,169.68,168.49,55275851.0,1.0,0.0,AAPL,XNAS,2023-04-28T00:00:00+0000
165.19,168.56,165.19,168.41,64524702.0,168.56,165.19,168.41,165.19,64902329.0,1.0,0.0,AAPL,XNAS,2023-04-27T00:00:00+0000
163.06,165.28,162.8,163.76,45425700.0,165.28,162.8,163.76,163.055,44105745.0,1.0,0.0,AAPL,XNAS,2023-04-26T00:00:00+0000
165.19,166.3,163.73,163.77,48714063.0,166.305,163.73,163.77,165.19,48714063.0,1.0,0.0,AAPL,XNAS,2023-04-25T00:00:00+0000
165.05,165.6,163.9,165.33,41949581.0,165.6,163.89,165.33,165.0,41949581.0,1.0,0.0,AAPL,XNAS,2023-04-24T00:00:00+0000
165.05,166.45,164.49,165.02,58311900.0,166.4521,164.49,165.02,165.05,58337341.0,1.0,0.0,AAPL,XNAS,2023-04-21T00:00:00+0000
166.09,167.87,165.56,166.65,52456377.0,167.87,165.56,166.65,166.09,52456377.0,1.0,0.0,AAPL,XNAS,2023-04-20T00:00:00+0000
165.8,168.16,165.54,167.63,47720166.0,168.16,165.54,167.63,165.8,47720166.0,1.0,0.0,AAPL,XNAS,2023-04-19T00:00:00+0000
166.1,167.41,165.65,166.47,49923008.0,167.41,165.65,166.47,166.1,49923008.0,1.0,0.0,AAPL,XNAS,2023-04-18T00:00:00+0000
165.09,165.39,164.03,165.23,38730570.0,165.39,164.03,165.23,165.09,40713618.0,1.0,0.0,AAPL,XNAS,2023-04-17T00:00:00+0000
164.59,166.32,163.82,165.21,49337200.0,166.32,163.82,165.21,164.59,49386480.0,1.0,0.0,AAPL,XNAS,2023-04-14T00:00:00+0000
161.63,165.8,161.44,165.56,68445649.0,165.8,161.42,165.56,161.63,68445649.0,1.0,0.0,AAPL,XNAS,2023-04-13T00:00:00+0000
161.22,162.06,159.78,160.1,50133062.0,162.06,159.78,160.1,161.22,50133062.0,1.0,0.0,AAPL,XNAS,2023-04-12T00:00:00+0000
162.35,162.36,160.51,160.8,47507081.0,162.36,160.51,160.8,162.35,47644217.0,1.0,0.0,AAPL,XNAS,2023-04-11T00:00:00+0000
161.42,162.03,160.08,162.03,47716882.0,162.03,160.08,162.03,161.42,47716882.0,1.0,0.0,AAPL,XNAS,2023-04-10T00:00:00+0000
162.43,164.9584,162.0,164.66,45390123.0,164.9584,162.0,164.66,162.43,45390123.0,1.0,0.0,AAPL,XNAS,2023-04-06T00:00:00+0000
164.74,165.05,161.8,163.76,50263014.0,165.05,161.8,163.76,164.74,51511744.0,1.0,0.0,AAPL,XNAS,2023-04-05T00:00:00+0000
166.595,166.83,165.11,165.63,46278295.0,166.84,165.11,165.63,166.595,46278295.0,1.0,0.0,AAPL,XNAS,2023-04-04T00:00:00+0000
164.27,166.29,164.27,166.17,54888988.0,166.29,164.22,166.17,164.27,56976187.0,1.0,0.0,AAPL,XNAS,2023-04-03T00:00:00+0000
162.44,165.0,161.91,164.9,68694700.0,165.0,161.91,164.9,162.44,68749792.0,1.0,0.0,AAPL,XNAS,2023-03-31T00:00:00+0000
161.53,162.47,161.271,162.36,44935963.0,162.47,161.271,162.36,161.53,49501689.0,1.0,0.0,AAPL,XNAS,2023-03-30T00:00:00+0000
159.37,161.04,159.35,160.77,48914471.0,161.05,159.35,160.77,159.37,51305691.0,1.0,0.0,AAPL,XNAS,2023-03-29T00:00:00+0000
157.97,158.1277,155.98,157.65,45992152.0,158.49,155.98,157.65,157.97,45992152.0,1.0,0.0,AAPL,XNAS,2023-03-28T00:00:00+0000
159.94,160.77,157.87,158.28,52264369.0,160.77,157.87,158.28,159.94,52390266.0,1.0,0.0,AAPL,XNAS,2023-03-27T00:00:00+0000
158.86,160.34,157.85,160.25,59196500.0,160.34,157.85,160.25,158.86,59256343.0,1.0,0.0,AAPL,XNAS,2023-03-24T00:00:00+0000
158.83,161.55,157.68,158.93,67330105.0,161.5501,157.68,158.93,158.83,67622060.0,1.0,0.0,AAPL,XNAS,2023-03-23T00:00:00+0000
159.3,162.14,157.81,157.83,69099334.0,162.14,157.81,157.83,159.3,75701811.0,1.0,0.0,AAPL,XNAS,2023-03-22T00:00:00+0000
157.32,159.4,156.54,159.28,73868900.0,159.4,156.54,159.28,157.32,73938285.0,1.0,0.0,AAPL,XNAS,2023-03-21T00:00:00+0000
155.07,157.81,154.15,157.4,73641415.0,157.82,154.15,157.4,155.07,73641415.0,1.0,0.0,AAPL,XNAS,2023-03-20T00:00:00+0000
156.08,156.74,154.28,155.0,98862500.0,156.74,154.28,155.0,156.08,98944633.0,1.0,0.0,AAPL,XNAS,2023-03-17T00:00:00+0000
152.16,156.42,151.64,155.85,76254419.0,156.46,151.64,155.85,152.16,76254419.0,1.0,0.0,AAPL,XNAS,2023-03-16T00:00:00+0000
151.19,153.245,149.92,152.99,77167866.0,153.245,149.92,152.99,151.19,77167866.0,1.0,0.0,AAPL,XNAS,2023-03-15T00:00:00+0000
151.28,153.4,150.1,152.59,73628400.0,153.4,150.1,152.59,151.28,73695893.0,1.0,0.0,AAPL,XNAS,2023-03-14T00:00:00+0000
147.805,153.14,147.7,150.47,84457122.0,153.14,147.7,150.47,147.805,84457122.0,1.0,0.0,AAPL,XNAS,2023-03-13T00:00:00+0000
150.21,150.94,147.61,148.5,68524400.0,150.94,147.6096,148.5,150.21,68572400.0,1.0,0.0,AAPL,XNAS,2023-03-10T00:00:00+0000
153.559,154.5312,150.225,150.59,53833582.0,154.535,150.225,150.59,153.559,53833582.0,1.0,0.0,AAPL,XNAS,2023-03-09T00:00:00+0000
152.81,153.47,151.83,152.87,47129000.0,153.47,151.83,152.87,152.81,47204791.0,1.0,0.0,AAPL,XNAS,2023-03-08T00:00:00+0000
153.7,154.0299,151.13,151.6,56097579.0,154.0299,151.13,151.6,153.7,56182028.0,1.0,0.0,AAPL,XNAS,2023-03-07T00:00:00+0000
